10.15.7.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;62531.0;0;0;0;0;0;0;0;0;0
10.9.81.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.11.102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;60381.0;0;0;0;0;0;0;0;0;0
10.0.0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;62530.0;0;0;0;0;0;0;0;0;0
10.70.68.127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;62526.0;0;0;0;0;0;0;0;0;0
10.6.6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.17.15.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;60735.0;0;0;0;0;0;0;0;0;0
10.200.20.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;62531.0;0;0;0;0;0;0;0;0;0
10.7.6.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.250.178.101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;62529.0;0;0;0;0;0;0;0;0;0
10.16.5.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.15.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62531.0;60341.0;0;0;0;0;0;0;0;0;0
10.100.1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.6.6.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.11.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.6.6.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.6.6.7;0;0;0;0;0;0;0;0;0;0;0;0;257.0;255.0;62531.0;42385.0;283.0;0;0;0;0;0;0;0;0
10.11.106.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.14.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62515.0;0;0;0;0;0;0;0;0;0;0
10.138.214.18;12.0;8.0;9.0;1.0;5.0;0;7.0;4.0;31.0;8.0;0;0;6.0;25.0;62531.0;59898.0;11.0;8.0;22.0;10.0;0;0;0;0;0
10.170.32.181;7.0;7.0;8.0;4.0;13.0;5.0;18.0;10.0;3.0;0;43.0;5.0;4.0;0;62531.0;62106.0;0;0;6.0;0;0;0;0;0;0
10.170.32.110;20.0;43.0;6.0;11.0;1.0;8.0;11.0;7.0;0;4.0;15.0;0;0;0;62531.0;62436.0;0;3.0;27.0;4.0;13.0;0;0;12.0;0
10.247.106.27;35.0;0;6.0;5.0;3.0;0;6.0;8.0;0;3.0;13.0;0;28.0;8.0;62531.0;60204.0;0;12.0;1.0;0;0;0;0;5.0;0
10.18.6.123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.247.58.182;0;0;2.0;16.0;0;4.0;0;0;7.0;18.0;8.0;0;9.0;10.0;62531.0;32144.0;0;0;0;0;4.0;0;0;0;0
10.156.165.120;16.0;10.0;3.0;8.0;0;0;2.0;25.0;13.0;17.0;0;0;0;0;62531.0;62524.0;0;3.0;0;0;8.0;3.0;0;0;0
10.78.100.150;21.0;16.0;2.0;5.0;0;3.0;12.0;4.0;16.0;17.0;0;0;0;0;62531.0;23688.0;2.0;6.0;0;0;0;0;0;0;0
10.38.217.48;0;5.0;0;10.0;0;0;5.0;50.0;25.0;2.0;0;54.0;49.0;9.0;62531.0;32160.0;0;4.0;0;0;0;0;0;0;0
10.13.77.49;0;0;0;0;0;0;0;0;0;0;0;0;257.0;255.0;62531.0;61759.0;255.0;296.0;0;0;0;0;0;0;0
10.138.235.111;0;0;0;0;0;0;0;0;0;0;0;257.0;1026.0;1020.0;62531.0;61962.0;1061.0;822.0;0;0;0;0;0;0;0
10.14.107.115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.30.0.4;1.0;1.0;3.0;2.0;1.0;0;1.0;1.0;1.0;0;0;0;0;1.0;1.0;1.0;0;1.0;0;0;0;0;1.0;0;0
10.89.54.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.97.34.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.47.56.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.206.5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.47.55.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.6.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.7.7.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.20.0.4;3.0;3.0;3.0;2.0;3.0;3.0;4.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;0
172.10.0.6;4.0;4.0;2.0;3.0;2.0;2.0;5.0;4.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;0
172.20.0.15;1.0;1.0;3.0;2.0;1.0;0;1.0;0;1.0;1.0;0;0;0;1.0;1.0;1.0;0;1.0;1.0;0;0;0;1.0;0;0
172.10.0.4;1.0;1.0;3.0;2.0;1.0;0;0;1.0;1.0;1.0;0;0;0;1.0;1.0;2.0;0;1.0;1.0;0;0;0;0;1.0;0
10.98.107.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.10.0.3;572.0;315.0;1.0;2.0;1.0;2.0;72.0;71.0;4.0;169.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0
172.30.0.3;2.0;2.0;1.0;2.0;1.0;2.0;123.0;298.0;4.0;359.0;85.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0
172.20.0.3;2.0;2.0;1.0;2.0;1.0;2.0;149.0;400.0;125.0;584.0;326.0;238.0;232.0;243.0;237.0;159.0;117.0;118.0;2.0;2.0;1.0;1.0;1.0;1.0;0
